claim_id,anomaly_score,ml_fraud_probability,risk_score,risk_category,flagged_for_review,requires_investigation
CLM0009014,12.979198521578683,0.0,5.2,Low,False,False
CLM0009015,70.06007283254453,100.0,88.0,Critical,True,True
CLM0009016,45.424640923672555,0.0,18.2,Low,False,False
CLM0009017,25.037131732035856,0.0,10.0,Low,False,False
CLM0009018,2.509585836487771,0.0,1.0,Low,False,False
CLM0009019,42.47734344181497,0.0,17.0,Low,False,False
CLM0009020,9.690094863340704,0.0,3.9,Low,False,False
CLM0009021,8.178847234392105,0.0,3.3,Low,False,False
CLM0009022,11.29505053303207,0.0,4.5,Low,False,False
CLM0009023,6.517793456031329,0.0,2.6,Low,False,False
CLM0009024,19.434458513021692,0.0,7.8,Low,False,False
CLM0009025,11.749011260446862,0.0,4.7,Low,False,False
CLM0009026,14.250141298904506,0.0,5.7,Low,False,False
CLM0009027,30.070785148355796,0.0,12.0,Low,False,False
CLM0009028,11.119061128749951,0.0,4.4,Low,False,False
CLM0009029,14.728853364355487,0.0,5.9,Low,False,False
CLM0009030,12.125302146737626,0.0,4.9,Low,False,False
CLM0009031,13.587176214056019,0.0,5.4,Low,False,False
CLM0009032,19.33682855793212,0.0,7.7,Low,False,False
CLM0009033,30.53326700988761,0.0,12.2,Low,False,False
CLM0009034,11.8287397417829,0.0,4.7,Low,False,False
CLM0009035,24.879396056568105,0.0,10.0,Low,False,False
CLM0009036,18.78046713224194,0.0,7.5,Low,False,False
CLM0009037,17.559118610201573,0.0,7.0,Low,False,False
CLM0009038,16.54634169363004,0.0,6.6,Low,False,False
CLM0009039,66.46623937041724,100.0,86.6,Critical,True,True
CLM0009040,16.322200438681634,0.0,6.5,Low,False,False
CLM0009041,21.642134566608885,0.0,8.7,Low,False,False
CLM0009042,20.35425405418245,0.0,8.1,Low,False,False
CLM0009043,66.11313960495954,100.0,86.4,Critical,True,True
CLM0009044,19.75578296392275,0.0,7.9,Low,False,False
CLM0009045,14.706235269928559,0.0,5.9,Low,False,False
CLM0009046,25.23605505031058,0.0,10.1,Low,False,False
CLM0009047,9.302984905638734,0.0,3.7,Low,False,False
CLM0009048,12.41698694311938,0.0,5.0,Low,False,False
CLM0009049,16.419922394636664,0.0,6.6,Low,False,False
CLM0009050,43.03709709963138,0.0,17.2,Low,False,False
CLM0009051,37.22145071247663,0.0,14.9,Low,False,False
CLM0009052,16.302496321414527,0.0,6.5,Low,False,False
CLM0009053,19.047248443329746,0.0,7.6,Low,False,False
CLM0009054,24.499524155445652,0.0,9.8,Low,False,False
CLM0009055,35.525991069039556,0.0,14.2,Low,False,False
CLM0009056,24.711862872386824,0.0,9.9,Low,False,False
CLM0009057,17.700749062761943,0.0,7.1,Low,False,False
CLM0009058,9.279943849669136,0.0,3.7,Low,False,False
CLM0009059,76.05409730919473,100.0,90.4,Critical,True,True
CLM0009060,22.21313819488271,0.0,8.9,Low,False,False
CLM0009061,43.52396374600126,0.0,17.4,Low,False,False
CLM0009062,0.15520657832217566,0.0,0.1,Low,False,False
CLM0009063,11.7448795874172,0.0,4.7,Low,False,False
CLM0009064,17.771739370219684,0.0,7.1,Low,False,False
CLM0009065,25.126361881094518,0.0,10.1,Low,False,False
CLM0009066,90.58788700407881,99.98813083513932,96.2,Critical,True,True
CLM0009067,15.619615762615457,0.0,6.2,Low,False,False
CLM0009068,19.703537901892375,0.0,7.9,Low,False,False
CLM0009069,11.06309551992356,0.0,4.4,Low,False,False
CLM0009070,22.1799588574179,0.0,8.9,Low,False,False
CLM0009071,19.087841169435226,0.0,7.6,Low,False,False
CLM0009072,25.558877535361447,0.0,10.2,Low,False,False
CLM0009073,60.07593634674166,100.0,84.0,Critical,True,False
CLM0009074,20.96733948393701,0.0,8.4,Low,False,False
CLM0009075,29.49543136227366,0.0,11.8,Low,False,False
CLM0009076,22.575550512087073,0.0,9.0,Low,False,False
CLM0009077,5.707000024355214,0.0,2.3,Low,False,False
CLM0009078,25.935142666938106,0.0,10.4,Low,False,False
CLM0009079,18.41398201214095,0.0,7.4,Low,False,False
CLM0009080,71.2493216132287,99.99401211416655,88.5,Critical,True,True
CLM0009081,23.809767958394325,0.0,9.5,Low,False,False
CLM0009082,20.988550639424187,0.0,8.4,Low,False,False
CLM0009083,10.743891991560972,0.0,4.3,Low,False,False
CLM0009084,42.92191904288747,0.0,17.2,Low,False,False
CLM0009085,31.269889422817176,0.0,12.5,Low,False,False
CLM0009086,17.3662285708027,0.0,6.9,Low,False,False
CLM0009087,18.791353165931756,0.0,7.5,Low,False,False
CLM0009088,21.11002915808644,0.0,8.4,Low,False,False
CLM0009089,12.362223994039978,0.0,4.9,Low,False,False
CLM0009090,22.38041295062053,0.0,9.0,Low,False,False
CLM0009091,23.980343384718594,0.0,9.6,Low,False,False
CLM0009092,10.148614928277999,0.0,4.1,Low,False,False
CLM0009093,9.244602038732419,0.0,3.7,Low,False,False
CLM0009094,8.424521986426592,0.0,3.4,Low,False,False
CLM0009095,11.499744743488382,0.0,4.6,Low,False,False
CLM0009096,29.35125077234121,0.0,11.7,Low,False,False
CLM0009097,8.540177164915875,0.0,3.4,Low,False,False
CLM0009098,30.715895901403456,0.0,12.3,Low,False,False
CLM0009099,55.221011153898225,0.0,22.1,Low,False,False
CLM0009100,26.627271216496617,0.38646028970489815,10.9,Low,False,False
CLM0009101,6.7980958329526775,0.0,2.7,Low,False,False
CLM0009102,10.42110315074446,0.0,4.2,Low,False,False
CLM0009103,11.134482006689117,0.0,4.5,Low,False,False
CLM0009104,16.5043954645799,0.0,6.6,Low,False,False
CLM0009105,9.650396685467921,0.0,3.9,Low,False,False
CLM0009106,37.37878902819435,0.0,15.0,Low,False,False
CLM0009107,42.17598915295583,0.0,16.9,Low,False,False
CLM0009108,22.754078303301227,0.0,9.1,Low,False,False
CLM0009109,13.248918535169363,0.0,5.3,Low,False,False
CLM0009110,8.509387561933245,0.0,3.4,Low,False,False
CLM0009111,4.567343277286584,0.0,1.8,Low,False,False
CLM0009112,23.89306465094859,0.0,9.6,Low,False,False
CLM0009113,26.543835178149166,0.0,10.6,Low,False,False
CLM0009114,72.96915884120735,100.0,89.2,Critical,True,True
CLM0009115,16.571314005230807,0.0,6.6,Low,False,False
CLM0009116,11.017722508369332,0.0,4.4,Low,False,False
CLM0009117,44.77646888960949,99.5100595131758,77.6,Critical,True,False
CLM0009118,64.2605576792212,100.0,85.7,Critical,True,True
CLM0009119,21.897924677698878,0.0,8.8,Low,False,False
CLM0009120,63.557529741627135,100.0,85.4,Critical,True,True
CLM0009121,74.57702127641801,100.0,89.8,Critical,True,True
CLM0009122,33.68548985087939,0.0,13.5,Low,False,False
CLM0009123,19.00478605646053,0.0,7.6,Low,False,False
CLM0009124,7.402293975814079,0.0,3.0,Low,False,False
CLM0009125,13.984727264990937,0.0,5.6,Low,False,False
CLM0009126,8.615530411105876,0.0,3.4,Low,False,False
CLM0009127,13.376838472564668,0.0,5.4,Low,False,False
CLM0009128,24.90487257619468,0.0,10.0,Low,False,False
CLM0009129,6.802853597154435,0.0,2.7,Low,False,False
CLM0009130,51.01103551821164,0.0,20.4,Low,False,False
CLM0009131,17.70360346792048,0.0,7.1,Low,False,False
CLM0009132,36.17541795374727,0.0,14.5,Low,False,False
CLM0009133,16.379805179247754,0.0,6.6,Low,False,False
CLM0009134,26.240465074662744,0.0,10.5,Low,False,False
CLM0009135,24.08421137156356,0.0,9.6,Low,False,False
CLM0009136,14.474307731491153,0.0,5.8,Low,False,False
CLM0009137,12.029981410338175,0.0,4.8,Low,False,False
CLM0009138,16.180119139417336,0.0,6.5,Low,False,False
CLM0009139,15.805319123035188,0.0,6.3,Low,False,False
CLM0009140,34.74611436228986,0.0,13.9,Low,False,False
CLM0009141,15.431023738702232,0.0,6.2,Low,False,False
CLM0009142,14.674503102997615,0.0,5.9,Low,False,False
CLM0009143,36.77752489320512,0.0,14.7,Low,False,False
CLM0009144,17.933557217724417,0.0,7.2,Low,False,False
CLM0009145,29.622059190543702,0.0,11.8,Low,False,False
CLM0009146,28.5098050881593,0.0,11.4,Low,False,False
CLM0009147,21.045127639514615,0.0,8.4,Low,False,False
CLM0009148,18.042637291827635,0.0,7.2,Low,False,False
CLM0009149,10.920278818297668,0.0,4.4,Low,False,False
CLM0009150,12.932686077526279,0.0,5.2,Low,False,False
CLM0009151,31.074582642068393,0.0,12.4,Low,False,False
CLM0009152,44.93968246629076,98.77842108470128,77.2,Critical,True,False
CLM0009153,8.756785836812009,0.0,3.5,Low,False,False
CLM0009154,22.915739006824776,0.0,9.2,Low,False,False
CLM0009155,47.34687665474393,0.6359276757486413,19.3,Low,False,False
CLM0009156,17.135129172917164,0.0,6.9,Low,False,False
CLM0009157,20.1654697497072,0.0,8.1,Low,False,False
CLM0009158,47.98838060041023,0.0,19.2,Low,False,False
CLM0009159,19.939952904494838,0.0,8.0,Low,False,False
CLM0009160,62.37112288743498,100.0,84.9,Critical,True,False
CLM0009161,12.529890173445068,0.0,5.0,Low,False,False
CLM0009162,18.311985896776317,0.0,7.3,Low,False,False
CLM0009163,33.018658935546654,0.0,13.2,Low,False,False
CLM0009164,11.60804369329912,0.0,4.6,Low,False,False
CLM0009165,12.531311696204984,0.0,5.0,Low,False,False
CLM0009166,22.52935284017924,0.0,9.0,Low,False,False
CLM0009167,42.05514057227037,98.6465750314738,76.0,Critical,True,False
CLM0009168,28.119405765028137,0.0,11.2,Low,False,False
CLM0009169,11.150802730689158,0.0,4.5,Low,False,False
CLM0009170,68.0485151501904,99.9260137990276,87.2,Critical,True,True
CLM0009171,14.508745431784998,0.0,5.8,Low,False,False
CLM0009172,9.79894946654123,0.0,3.9,Low,False,False
CLM0009173,15.650668710626281,0.0,6.3,Low,False,False
CLM0009174,20.768989204885834,0.0,8.3,Low,False,False
CLM0009175,21.53428727591269,0.0,8.6,Low,False,False
CLM0009176,23.00365180737558,0.0,9.2,Low,False,False
CLM0009177,17.343127193501175,0.0,6.9,Low,False,False
CLM0009178,12.84234606190562,0.0,5.1,Low,False,False
CLM0009179,22.282206413809636,0.0,8.9,Low,False,False
CLM0009180,52.88046579474389,0.0,21.2,Low,False,False
CLM0009181,20.08129192084416,0.0,8.0,Low,False,False
CLM0009182,12.314731076093299,0.0,4.9,Low,False,False
CLM0009183,12.873194598999117,0.0,5.1,Low,False,False
CLM0009184,31.240556184290547,0.0,12.5,Low,False,False
CLM0009185,11.290191528654036,0.0,4.5,Low,False,False
CLM0009186,16.33331816517264,0.0,6.5,Low,False,False
CLM0009187,40.79798562140737,0.0,16.3,Low,False,False
CLM0009188,23.385213072495816,0.0,9.4,Low,False,False
CLM0009189,51.18924711304338,5.242590699586872,23.6,Low,False,False
CLM0009190,30.50647519112063,0.0,12.2,Low,False,False
CLM0009191,24.174244657632382,0.0,9.7,Low,False,False
CLM0009192,54.41326005230712,0.0,21.8,Low,False,False
CLM0009193,42.139484222549584,0.0,16.9,Low,False,False
CLM0009194,16.84526573643197,0.0,6.7,Low,False,False
CLM0009195,15.739280017610135,0.0,6.3,Low,False,False
CLM0009196,13.140438480700233,0.0,5.3,Low,False,False
CLM0009197,17.886564500801583,0.0,7.2,Low,False,False
CLM0009198,16.32643449713439,0.0,6.5,Low,False,False
CLM0009199,27.709929533461064,0.5475622438367896,11.4,Low,False,False
CLM0009200,23.803201678282772,0.0,9.5,Low,False,False
CLM0009201,45.67196721273227,0.0,18.3,Low,False,False
CLM0009202,24.863644643411263,0.0,9.9,Low,False,False
CLM0009203,31.655201347019545,0.0,12.7,Low,False,False
CLM0009204,21.84729624198336,0.0,8.7,Low,False,False
CLM0009205,65.45091245667837,100.0,86.2,Critical,True,True
CLM0009206,8.99193676057417,0.0,3.6,Low,False,False
CLM0009207,13.857776288599643,0.0,5.5,Low,False,False
CLM0009208,18.588860520256034,0.0,7.4,Low,False,False
CLM0009209,84.15873533015792,100.0,93.7,Critical,True,True
CLM0009210,17.17803969331595,0.0,6.9,Low,False,False
CLM0009211,29.73998568934063,0.0,11.9,Low,False,False
CLM0009212,8.963127708559993,0.0,3.6,Low,False,False
CLM0009213,71.84397390312435,100.0,88.7,Critical,True,True
CLM0009214,37.966749010795134,0.0,15.2,Low,False,False
CLM0009215,15.21364371071029,0.0,6.1,Low,False,False
CLM0009216,24.0804350388368,0.0,9.6,Low,False,False
CLM0009217,10.851130665072816,0.0,4.3,Low,False,False
CLM0009218,53.194527019836,0.0,21.3,Low,False,False
CLM0009219,19.788404707886908,0.0,7.9,Low,False,False
CLM0009220,44.56688679117294,0.0,17.8,Low,False,False
CLM0009221,50.80192429507693,0.3708721773358193,20.5,Low,False,False
CLM0009222,22.731861082749973,0.0,9.1,Low,False,False
CLM0009223,18.977916879172618,0.0,7.6,Low,False,False
CLM0009224,18.328273518195093,0.0,7.3,Low,False,False
CLM0009225,14.456790671309005,0.0,5.8,Low,False,False
CLM0009226,21.632144153043754,0.0,8.7,Low,False,False
CLM0009227,29.34541071026928,0.0,11.7,Low,False,False
CLM0009228,18.983580917771313,0.0,7.6,Low,False,False
CLM0009229,29.0560192174414,1.2582678596508623,12.4,Low,False,False
CLM0009230,22.05650295445034,0.0,8.8,Low,False,False
CLM0009231,50.575637049524715,0.0,20.2,Low,False,False
CLM0009232,7.523277787214111,0.0,3.0,Low,False,False
CLM0009233,19.080665524517492,0.0,7.6,Low,False,False
CLM0009234,10.19243735940022,0.0,4.1,Low,False,False
CLM0009235,9.213633447698976,0.0,3.7,Low,False,False
CLM0009236,9.246488087215754,0.0,3.7,Low,False,False
CLM0009237,22.019076079740486,0.0,8.8,Low,False,False
CLM0009238,19.209043418194206,0.0,7.7,Low,False,False
CLM0009239,42.55146430233816,1.6591360662247083,18.0,Low,False,False
CLM0009240,36.640326584111385,0.0,14.7,Low,False,False
CLM0009241,7.155688448792041,0.0,2.9,Low,False,False
CLM0009242,35.06147055509962,0.0,14.0,Low,False,False
CLM0009243,26.3373898008207,0.0,10.5,Low,False,False
CLM0009244,31.345970914995636,0.0,12.5,Low,False,False
CLM0009245,19.267621577263462,0.0,7.7,Low,False,False
CLM0009246,26.204028022110883,0.0,10.5,Low,False,False
CLM0009247,8.50669243735741,0.0,3.4,Low,False,False
CLM0009248,22.50771657423455,0.0,9.0,Low,False,False
CLM0009249,37.626144622181926,0.0,15.1,Low,False,False
CLM0009250,64.20419128436482,99.99520107070103,85.7,Critical,True,True
CLM0009251,17.428320189721237,0.0,7.0,Low,False,False
CLM0009252,11.39796134272817,0.0,4.6,Low,False,False
CLM0009253,43.37735363587826,0.0,17.4,Low,False,False
CLM0009254,19.605604153188516,0.0,7.8,Low,False,False
CLM0009255,25.08241447506657,0.0,10.0,Low,False,False
CLM0009256,25.49255910201356,0.0,10.2,Low,False,False
CLM0009257,18.864640924868425,0.0,7.5,Low,False,False
CLM0009258,18.72110764200586,0.0,7.5,Low,False,False
CLM0009259,74.2678791791051,99.98813083513932,89.7,Critical,True,True
CLM0009260,24.248843763111882,0.0,9.7,Low,False,False
CLM0009261,13.787934330811336,0.0,5.5,Low,False,False
CLM0009262,19.652715401724485,0.0,7.9,Low,False,False
CLM0009263,57.214327419205624,0.0,22.9,Low,False,False
CLM0009264,21.714325948617265,0.0,8.7,Low,False,False
CLM0009265,29.640087179218032,0.0,11.9,Low,False,False
CLM0009266,17.77618999376116,0.0,7.1,Low,False,False
CLM0009267,11.151679390502977,0.0,4.5,Low,False,False
CLM0009268,70.19558816338849,99.33333333333333,87.7,Critical,True,True
CLM0009269,8.839270089182193,0.0,3.5,Low,False,False
CLM0009270,15.345185394684735,0.0,6.1,Low,False,False
CLM0009271,29.04844215294078,0.0,11.6,Low,False,False
CLM0009272,19.09409972838957,0.0,7.6,Low,False,False
CLM0009273,16.396594303610346,0.0,6.6,Low,False,False
CLM0009274,32.310759835243964,0.0,12.9,Low,False,False
CLM0009275,17.669300277490898,0.0,7.1,Low,False,False
CLM0009276,21.430336032140616,0.0,8.6,Low,False,False
CLM0009277,9.165235656973536,0.0,3.7,Low,False,False
CLM0009278,25.316345734640645,0.0,10.1,Low,False,False
CLM0009279,74.76950937463062,100.0,89.9,Critical,True,True
CLM0009280,36.39379884615421,0.0,14.6,Low,False,False
CLM0009281,21.58314460044575,0.0,8.6,Low,False,False
CLM0009282,16.63692702851829,0.0,6.7,Low,False,False
CLM0009283,18.414736691028022,0.0,7.4,Low,False,False
CLM0009284,34.45364224998948,0.0,13.8,Low,False,False
CLM0009285,14.869715863544087,0.0,5.9,Low,False,False
CLM0009286,32.41177009240318,0.0,13.0,Low,False,False
CLM0009287,33.55337101240973,0.0,13.4,Low,False,False
CLM0009288,24.13932969262821,0.5026604332505019,10.0,Low,False,False
CLM0009289,30.591540007252917,0.0,12.2,Low,False,False
CLM0009290,18.6670594787557,0.0,7.5,Low,False,False
CLM0009291,20.196863302944678,0.0,8.1,Low,False,False
CLM0009292,47.56353048212916,0.0,19.0,Low,False,False
CLM0009293,45.593294431248395,0.0,18.2,Low,False,False
CLM0009294,19.580294332561323,0.0,7.8,Low,False,False
CLM0009295,12.854754684743241,0.0,5.1,Low,False,False
CLM0009296,22.501364681285473,0.0,9.0,Low,False,False
CLM0009297,3.771079197444638,0.0,1.5,Low,False,False
CLM0009298,10.529913569162064,0.0,4.2,Low,False,False
CLM0009299,15.964267939696096,0.0,6.4,Low,False,False
CLM0009300,10.08133702532552,0.0,4.0,Low,False,False
CLM0009301,14.105825542026896,0.0,5.6,Low,False,False
CLM0009302,12.073974032815538,0.0,4.8,Low,False,False
CLM0009303,19.754394230552354,0.0,7.9,Low,False,False
CLM0009304,21.712518329941222,0.0,8.7,Low,False,False
CLM0009305,11.613835565311648,0.0,4.6,Low,False,False
CLM0009306,31.74843538858534,0.0,12.7,Low,False,False
CLM0009307,27.140831964298428,0.0,10.9,Low,False,False
CLM0009308,32.87244863957678,0.0,13.1,Low,False,False
CLM0009309,26.00776060764317,0.0,10.4,Low,False,False
CLM0009310,22.00093920645906,0.0,8.8,Low,False,False
CLM0009311,11.481906447859359,0.0,4.6,Low,False,False
CLM0009312,34.47624638569526,0.0,13.8,Low,False,False
CLM0009313,8.369187009585277,0.0,3.3,Low,False,False
CLM0009314,19.889107729595988,0.0,8.0,Low,False,False
CLM0009315,19.573091248775587,0.0,7.8,Low,False,False
CLM0009316,13.08239843314306,0.0,5.2,Low,False,False
CLM0009317,13.813631841198692,0.0,5.5,Low,False,False
CLM0009318,11.261905509597659,0.0,4.5,Low,False,False
CLM0009319,10.774640547484438,0.0,4.3,Low,False,False
CLM0009320,23.794871254917393,0.0,9.5,Low,False,False
CLM0009321,26.648251119987208,0.0,10.7,Low,False,False
CLM0009322,17.775392016035862,0.0,7.1,Low,False,False
CLM0009323,33.74020255346964,0.0,13.5,Low,False,False
CLM0009324,45.086904963338,0.0,18.0,Low,False,False
CLM0009325,50.32309698958397,0.0,20.1,Low,False,False
CLM0009326,14.454355495433624,0.0,5.8,Low,False,False
CLM0009327,12.907608055203056,0.0,5.2,Low,False,False
CLM0009328,5.643911541108581,0.0,2.3,Low,False,False
CLM0009329,9.671126521171702,0.0,3.9,Low,False,False
CLM0009330,13.66570429643863,0.0,5.5,Low,False,False
CLM0009331,17.544400855841914,0.0,7.0,Low,False,False
CLM0009332,17.548851709799262,0.0,7.0,Low,False,False
CLM0009333,40.36529896959829,0.0,16.1,Low,False,False
CLM0009334,6.462473373868571,0.0,2.6,Low,False,False
CLM0009335,13.214515973078633,0.0,5.3,Low,False,False
CLM0009336,17.671096882275695,0.0,7.1,Low,False,False
CLM0009337,19.632319479197424,0.0,7.9,Low,False,False
CLM0009338,17.512669685219816,0.0,7.0,Low,False,False
CLM0009339,7.933236679386835,0.0,3.2,Low,False,False
CLM0009340,17.808758595752227,0.0,7.1,Low,False,False
CLM0009341,3.4352024890491606,0.0,1.4,Low,False,False
CLM0009342,24.991397707738805,0.3708721773358194,10.2,Low,False,False
CLM0009343,13.522504189841511,0.0,5.4,Low,False,False
CLM0009344,20.18344573132904,0.0,8.1,Low,False,False
CLM0009345,9.56963152336635,0.0,3.8,Low,False,False
CLM0009346,9.965171701671538,0.0,4.0,Low,False,False
CLM0009347,18.08004957114615,0.0,7.2,Low,False,False
CLM0009348,15.335232554124678,0.0,6.1,Low,False,False
CLM0009349,19.506764502749498,0.0,7.8,Low,False,False
CLM0009350,47.48332419672062,0.0,19.0,Low,False,False
CLM0009351,25.24105919141143,0.0,10.1,Low,False,False
CLM0009352,17.106369132614564,0.0,6.8,Low,False,False
CLM0009353,40.16747619294229,0.0,16.1,Low,False,False
CLM0009354,36.718993640796135,0.0,14.7,Low,False,False
CLM0009355,14.441408596640336,0.0,5.8,Low,False,False
CLM0009356,10.061988242210163,0.0,4.0,Low,False,False
CLM0009357,14.657162904897692,0.0,5.9,Low,False,False
CLM0009358,7.697125006852879,0.0,3.1,Low,False,False
CLM0009359,21.870034312225396,0.0,8.7,Low,False,False
CLM0009360,4.642911050838904,0.0,1.9,Low,False,False
CLM0009361,16.92184604948901,0.0,6.8,Low,False,False
CLM0009362,19.889686549762143,0.0,8.0,Low,False,False
CLM0009363,41.17529893181116,1.2142289105034563,17.2,Low,False,False
CLM0009364,40.9786731312091,0.0,16.4,Low,False,False
CLM0009365,13.242686877673727,0.0,5.3,Low,False,False
CLM0009366,17.122226854966637,0.0,6.8,Low,False,False
CLM0009367,26.18207238142116,0.0,10.5,Low,False,False
CLM0009368,11.517050256759564,0.0,4.6,Low,False,False
CLM0009369,12.95657151934293,0.0,5.2,Low,False,False
CLM0009370,39.86884629296368,0.0,15.9,Low,False,False
CLM0009371,16.129053755385936,0.0,6.5,Low,False,False
CLM0009372,73.21497541765467,0.0,29.3,Medium,False,False
CLM0009373,19.625977225652356,0.0,7.9,Low,False,False
CLM0009374,11.874331169484842,0.0,4.7,Low,False,False
CLM0009375,50.992192614155925,0.0,20.4,Low,False,False
CLM0009376,1.8956259353095528,0.0,0.8,Low,False,False
CLM0009377,71.60282341326352,100.0,88.6,Critical,True,True
CLM0009378,16.636704912056732,0.0,6.7,Low,False,False
CLM0009379,42.18070775856984,0.0,16.9,Low,False,False
CLM0009380,30.26453712273971,0.0,12.1,Low,False,False
CLM0009381,6.456613550883683,0.0,2.6,Low,False,False
CLM0009382,81.09650946505846,100.0,92.4,Critical,True,True
CLM0009383,24.562053869063817,0.0,9.8,Low,False,False
CLM0009384,4.614190134374818,0.0,1.8,Low,False,False
CLM0009385,13.575104698202367,0.0,5.4,Low,False,False
CLM0009386,80.57670678343291,100.0,92.2,Critical,True,True
CLM0009387,0.0,0.0,0.0,,False,False
CLM0009388,14.38310584531629,0.0,5.8,Low,False,False
CLM0009389,36.18833298360475,0.0,14.5,Low,False,False
CLM0009390,28.771397127720487,0.0,11.5,Low,False,False
CLM0009391,25.146415278775557,0.0,10.1,Low,False,False
CLM0009392,6.160605278516673,0.0,2.5,Low,False,False
CLM0009393,16.852458438648064,0.0,6.7,Low,False,False
CLM0009394,25.27336205881624,0.0,10.1,Low,False,False
CLM0009395,5.579093714141092,0.0,2.2,Low,False,False
CLM0009396,60.41596095420941,0.0,24.2,Low,False,False
CLM0009397,32.66765037605316,0.0,13.1,Low,False,False
CLM0009398,14.217233328174917,0.0,5.7,Low,False,False
CLM0009399,15.212531041925725,0.0,6.1,Low,False,False
CLM0009400,11.421343025877695,0.0,4.6,Low,False,False
CLM0009401,17.903737831137832,0.0,7.2,Low,False,False
CLM0009402,79.61588147108579,100.0,91.8,Critical,True,True
CLM0009403,9.21084575194352,0.0,3.7,Low,False,False
CLM0009404,14.061914980705437,0.0,5.6,Low,False,False
CLM0009405,3.336414362251494,0.0,1.3,Low,False,False
CLM0009406,13.970719005010956,0.0,5.6,Low,False,False
CLM0009407,23.344481087996805,0.0,9.3,Low,False,False
CLM0009408,21.56368348455939,0.0,8.6,Low,False,False
CLM0009409,9.005163963046591,0.0,3.6,Low,False,False
CLM0009410,50.975602465439884,0.0,20.4,Low,False,False
CLM0009411,6.707567848688023,0.0,2.7,Low,False,False
CLM0009412,78.78353632160497,100.0,91.5,Critical,True,True
CLM0009413,22.209011126439137,0.0,8.9,Low,False,False
CLM0009414,13.37470943902057,0.0,5.3,Low,False,False
CLM0009415,12.53446809882096,0.0,5.0,Low,False,False
CLM0009416,31.358193160633483,0.0,12.5,Low,False,False
CLM0009417,10.237626125317146,0.0,4.1,Low,False,False
CLM0009418,19.592945636287595,0.0,7.8,Low,False,False
CLM0009419,6.576520772120997,0.0,2.6,Low,False,False
CLM0009420,14.346625070154207,0.0,5.7,Low,False,False
CLM0009421,38.503484992327905,0.0,15.4,Low,False,False
CLM0009422,25.90936876310076,0.0,10.4,Low,False,False
CLM0009423,10.919050715967249,0.0,4.4,Low,False,False
CLM0009424,22.171270722591064,0.0,8.9,Low,False,False
CLM0009425,28.40541093292973,0.0,11.4,Low,False,False
CLM0009426,19.70386748108074,0.0,7.9,Low,False,False
CLM0009427,64.23848417609915,0.0,25.7,Medium,False,False
CLM0009428,19.803108285654215,0.0,7.9,Low,False,False
CLM0009429,17.563475220747684,0.0,7.0,Low,False,False
CLM0009430,7.26583494835319,0.0,2.9,Low,False,False
CLM0009431,9.25855806931235,0.0,3.7,Low,False,False
CLM0009432,32.32640526133493,0.0,12.9,Low,False,False
CLM0009433,12.204046081900266,0.0,4.9,Low,False,False
CLM0009434,58.02580663768243,0.0,23.2,Low,False,False
CLM0009435,1.903351080151039,0.0,0.8,Low,False,False
CLM0009436,38.977719365059905,0.0,15.6,Low,False,False
CLM0009437,18.542046495332855,0.0,7.4,Low,False,False
CLM0009438,9.54447914528096,0.0,3.8,Low,False,False
CLM0009439,52.92282578663521,0.0,21.2,Low,False,False
CLM0009440,34.99148723412887,0.0,14.0,Low,False,False
CLM0009441,37.66744997492175,0.0,15.1,Low,False,False
CLM0009442,16.38573372887161,0.0,6.6,Low,False,False
CLM0009443,19.782484608625637,0.0,7.9,Low,False,False
CLM0009444,8.836126848704817,0.0,3.5,Low,False,False
CLM0009445,14.221417601298914,0.0,5.7,Low,False,False
CLM0009446,16.48472834502429,0.0,6.6,Low,False,False
CLM0009447,14.683808114071272,0.0,5.9,Low,False,False
CLM0009448,23.97275415567226,0.0,9.6,Low,False,False
CLM0009449,30.279747284386428,0.0,12.1,Low,False,False
CLM0009450,29.740031864738814,0.0,11.9,Low,False,False
CLM0009451,13.953020844114139,0.0,5.6,Low,False,False
CLM0009452,13.84386937978629,0.0,5.5,Low,False,False
CLM0009453,8.480582916008972,0.0,3.4,Low,False,False
CLM0009454,14.079169014078797,0.0,5.6,Low,False,False
CLM0009455,27.241725249433955,0.0,10.9,Low,False,False
CLM0009456,13.232985238130901,0.0,5.3,Low,False,False
CLM0009457,51.80407215355217,100.0,80.7,Critical,True,False
CLM0009458,50.275550556956915,0.0,20.1,Low,False,False
CLM0009459,88.79399156562359,99.97068902286871,95.5,Critical,True,True
CLM0009460,21.70139600977682,0.0,8.7,Low,False,False
CLM0009461,13.295965153943234,0.5475622438367898,5.6,Low,False,False
CLM0009462,12.51226146748955,1.947081844620593,6.2,Low,False,False
CLM0009463,25.53543425649195,0.0,10.2,Low,False,False
CLM0009464,26.452381544464732,0.0,10.6,Low,False,False
CLM0009465,38.533063056639726,0.6301169281887746,15.8,Low,False,False
CLM0009466,23.598394538694656,0.0,9.4,Low,False,False
CLM0009467,17.40062442653447,0.0,7.0,Low,False,False
CLM0009468,28.007025105474547,0.0,11.2,Low,False,False
CLM0009469,4.133165523572435,0.0,1.7,Low,False,False
CLM0009470,35.27576975418747,0.0,14.1,Low,False,False
CLM0009471,18.61709846660634,0.0,7.4,Low,False,False
CLM0009472,33.73117237731233,0.0,13.5,Low,False,False
CLM0009473,23.405044068923043,0.0,9.4,Low,False,False
